Propriétés de l'argument : \(\arg(z^{-1})\) et \(\arg(\bar{z})\) :;\(\arg(z^{-1}) \equiv -\arg(z) [2\pi]\) et \(\arg(\bar{z}) \equiv -\arg(z) [2\pi]\);\(\arg(z^{-1}) \equiv \frac{1}{\arg(z)} [2\pi]\);\(\arg(\bar{z}) \equiv \pi - \arg(z) [2\pi]\);\(\arg(\bar{z}) = \arg(z)\);
Définition d'une racine \(n\)-ième de l'unité :;Tout complexe \(z \in \mathbb{C}\) vérifiant \(z^n = 1\) (l'ensemble est noté \(\mathbb{U}_n\));Tout réel \(x\) vérifiant \(x = 1/n\);Tout complexe vérifiant \(|z| = n\);Les racines du polynôme \(X^n + 1\);
Expression explicite des \(n\) éléments de \(\mathbb{U}_n\) :;\(z_k = e^{i\frac{2k\pi}{n}}\) pour \(k \in \{0, 1, \dots, n-1\}\);\(z_k = e^{i\frac{k\pi}{n}}\) pour \(k \in \{0, 1, \dots, n-1\}\);\(z_k = e^{i\frac{2k\pi}{n+1}}\) pour \(k \in \{1, \dots, n\}\);\(z_k = \frac{2k\pi}{n}\);
Proposition sur la somme de toutes les racines \(n\)-ièmes de l'unité (pour \(n \ge 2\)) :;\(\sum_{k=0}^{n-1} e^{i\frac{2k\pi}{n}} = 0\);\(\sum_{k=0}^{n-1} e^{i\frac{2k\pi}{n}} = 1\);\(\sum_{k=0}^{n-1} e^{i\frac{2k\pi}{n}} = n\);\(\sum_{k=0}^{n-1} e^{i\frac{2k\pi}{n}} = -1\);
Expression des \(n\) racines \(n\)-ièmes d'un complexe non nul \(\omega = r e^{i\theta}\) :;\(z_k = \sqrt[n]{r} e^{i\left(\frac{\theta}{n} + \frac{2k\pi}{n}\right)}\) pour \(k \in \{0, \dots, n-1\}\);\(z_k = r e^{i\frac{\theta + 2k\pi}{n}}\) pour \(k \in \{0, \dots, n-1\}\);\(z_k = \sqrt[n]{r} e^{i(\theta + 2k\pi)}\);\(z_k = \frac{r}{n} e^{i\frac{\theta}{n}}\);
Définition d'une fonction paire :;\(\forall x \in I, f(-x) = f(x)\) (avec \(I\) symétrique par rapport à 0);\(\forall x \in I, f(-x) = -f(x)\);\(f(x) \ge 0\) pour tout \(x\);\(f(2x) = 2f(x)\);
Définition d'une fonction impaire :;\(\forall x \in I, f(-x) = -f(x)\) (avec \(I\) symétrique par rapport à 0);\(\forall x \in I, f(-x) = f(x)\);\(f(0) = 1\);\(f(x) \le 0\) pour tout \(x\);
Proposition d'unicité de la décomposition paire/impaire :;Toute fonction \(f : I \to \mathbb{R}\) s'écrit de façon unique \(f = f_p + f_i\) avec \(f_p(x) = \frac{f(x)+f(-x)}{2}\) et \(f_i(x) = \frac{f(x)-f(-x)}{2}\);\(f(x) = f(x)^2 - f(-x)^2\);Une fonction ne peut être décomposée que si elle est dérivable;La décomposition n'est possible que pour les polynômes;
Définition d'une fonction \(T\)-périodique (avec \(T > 0\)) :;\(\forall x \in \mathbb{R}, f(x + T) = f(x)\);\(\forall x \in \mathbb{R}, f(x + T) = -f(x)\);\(f(T) = 0\);\(f(xT) = f(x)\);
Définition d'une fonction croissante sur \(I\) :;\(\forall x, y \in I, x \le y \implies f(x) \le f(y)\);\(\forall x, y \in I, x < y \implies f(x) > f(y)\);\(f(x) > 0\) pour tout \(x \in I\);\(f'(x) \ge 1\) sur \(I\);
Définition d'une fonction majorée sur \(I\) :;\(\exists M \in \mathbb{R}, \forall x \in I, f(x) \le M\);\(\forall M \in \mathbb{R}, \exists x \in I, f(x) \le M\);\(\lim_{x \to +\infty} f(x) < +\infty\);\(f(x) \le x\) pour tout \(x\);
Définition d'une fonction bornée sur \(I\) :;Elle est à la fois majorée et minorée sur \(I\) (\(\iff \exists M \in \mathbb{R}_+, \forall x \in I, |f(x)| \le M\));Son ensemble de définition est un segment fermé;Elle admet une limite finie en tout point;Sa dérivée est bornée par 1;
Degré du produit de deux polynômes \(P\) et \(Q\) non nuls :;\(\deg(PQ) = \deg(P) + \deg(Q)\);\(\deg(PQ) = \deg(P) \times \deg(Q)\);\(\deg(PQ) = \max(\deg P, \deg Q)\);\(\deg(PQ) = \deg(P) - \deg(Q)\);
Degré de la somme de deux polynômes \(P\) et \(Q\) :;\(\deg(P + Q) \le \max(\deg P, \deg Q)\);\(\deg(P + Q) = \deg(P) + \deg(Q)\);\(\deg(P + Q) = \max(\deg P, \deg Q)\) toujours;\(\deg(P + Q) = \min(\deg P, \deg Q)\);
Définition d'une fonction rationnelle :;Le quotient \(R(x) = \frac{P(x)}{Q(x)}\) de deux polynômes \(P, Q \in \mathbb{R}[X]\) avec \(Q \neq 0\);Une fonction dont toutes les valeurs sont des fractions de nombres entiers;Une fonction continue partout sur \(\mathbb{R}\);Une fonction égale à sa série de Taylor;
Définition de la fonction exponentielle :;L'unique fonction dérivable sur \(\mathbb{R}\) vérifiant \(\exp' = \exp\) et \(\exp(0) = 1\);La fonction réciproque de la tangente;La fonction solution de \(y'' + y = 0\);La fonction définie par \(\exp(x) = x^e\);
Équation fonctionnelle de l'exponentielle :;\(\forall x, y \in \mathbb{R}, \exp(x+y) = \exp(x)\exp(y)\) et \(\exp(-x) = \frac{1}{\exp(x)}\);\(\exp(x+y) = \exp(x) + \exp(y)\);\(\exp(xy) = \exp(x)\exp(y)\);\(\exp(x-y) = \exp(x) - \exp(y)\);
Croissances comparées pour l'exponentielle en \(+\infty\) (pour tout \(n \in \mathbb{N}^*\)) :;\(\lim_{x \to +\infty} \frac{e^x}{x^n} = +\infty\);\(\lim_{x \to +\infty} \frac{e^x}{x^n} = 0\);\(\lim_{x \to +\infty} \frac{e^x}{x^n} = 1\);\(\lim_{x \to +\infty} \frac{e^x}{x^n} = n!\);
Croissances comparées pour l'exponentielle en \(-\infty\) (pour tout \(n \in \mathbb{N}^*\)) :;\(\lim_{x \to -\infty} x^n e^x = 0\);\(\lim_{x \to -\infty} x^n e^x = -\infty\);\(\lim_{x \to -\infty} x^n e^x = +\infty\);\(\lim_{x \to -\infty} x^n e^x = (-1)^n\);
Définition de la fonction logarithme népérien \(\ln\) :;La fonction réciproque de l'exponentielle, définie sur \(\mathbb{R}_+^*\);La primitive de \(e^x\) qui s'annule en 0;La fonction définie sur \(\mathbb{R}\) par \(\ln(x) = e^{-x}\);La bijection de \(\mathbb{R}\) sur \(\mathbb{R}_+^*\);
Équation fonctionnelle du logarithme népérien :;\(\forall x, y > 0, \ln(xy) = \ln(x) + \ln(y)\) et \(\ln(1/x) = -\ln(x)\);\(\ln(x+y) = \ln(x)\ln(y)\);\(\ln(xy) = \ln(x)\ln(y)\);\(\ln(x/y) = \frac{\ln x}{\ln y}\);
Croissances comparées pour le logarithme en \(+\infty\) (pour \(n \in \mathbb{N}^*\)) :;\(\lim_{x \to +\infty} \frac{\ln x}{x^n} = 0\);\(\lim_{x \to +\infty} \frac{\ln x}{x^n} = +\infty\);\(\lim_{x \to +\infty} \frac{\ln x}{x^n} = 1\);\(\lim_{x \to +\infty} \frac{\ln x}{x^n} = \frac{1}{n}\);
Croissances comparées pour le logarithme en 0 (pour \(n \in \mathbb{N}^*\)) :;\(\lim_{x \to 0^+} x^n \ln x = 0\);\(\lim_{x \to 0^+} x^n \ln x = -\infty\);\(\lim_{x \to 0^+} x^n \ln x = 1\);\(\lim_{x \to 0^+} x^n \ln x = -1\);
Définition de la fonction puissance \(a^x\) (pour \(a > 0\)) :;\(a^x = \exp(x \ln a)\);\(a^x = \ln(x \exp a)\);\(a^x = x \ln a\);\(a^x = e^{a x}\);
Définition du logarithme de base \(a\) (pour \(a > 0, a \neq 1\)) :;\(\log_a(x) = \frac{\ln x}{\ln a}\);\(\log_a(x) = \ln(x) - \ln(a)\);\(\log_a(x) = \frac{\ln a}{\ln x}\);\(\log_a(x) = a^{\ln x}\);
Définition de la fonction tangente \(\tan(x)\) :;\(\tan(x) = \frac{\sin x}{\cos x}\) définie sur \(\mathbb{R} \setminus \{\frac{\pi}{2} + k\pi, k \in \mathbb{Z}\}\);\(\tan(x) = \frac{\cos x}{\sin x}\) sur \(\mathbb{R}^*\);\(\tan(x) = \sin(x)\cos(x)\);\(\tan(x) = \frac{1}{\cos x}\);
Dérivée de la fonction tangente :;\(\tan'(x) = 1 + \tan^2(x) = \frac{1}{\cos^2(x)}\);\(\tan'(x) = 1 - \tan^2(x)\);\(\tan'(x) = -\frac{1}{\sin^2(x)}\);\(\tan'(x) = \frac{1}{1 + x^2}\);
Formule fondamentale de trigonométrie liant tangente et cosinus :;\(1 + \tan^2(\theta) = \frac{1}{\cos^2(\theta)}\);\(1 + \tan^2(\theta) = \cos^2(\theta)\);\(1 - \tan^2(\theta) = \frac{1}{\cos^2(\theta)}\);\(\tan^2(\theta) + \cos^2(\theta) = 1\);
Formule d'addition pour le cosinus : \(\cos(a+b) = \dots\);\(\cos a \cos b - \sin a \sin b\);\(\cos a \cos b + \sin a \sin b\);\(\sin a \cos b + \cos a \sin b\);\(\cos a \sin b - \sin a \cos b\);
Formule d'addition pour le cosinus : \(\cos(a-b) = \dots\);\(\cos a \cos b + \sin a \sin b\);\(\cos a \cos b - \sin a \sin b\);\(\sin a \cos b - \cos a \sin b\);\(\cos a + \cos b\);
Formule d'addition pour le sinus : \(\sin(a+b) = \dots\);\(\sin a \cos b + \cos a \sin b\);\(\sin a \cos b - \cos a \sin b\);\(\cos a \cos b - \sin a \sin b\);\(\sin a + \sin b\);
Formule d'addition pour le sinus : \(\sin(a-b) = \dots\);\(\sin a \cos b - \cos a \sin b\);\(\sin a \cos b + \cos a \sin b\);\(\cos a \cos b + \sin a \sin b\);\(\cos a \sin b + \sin a \cos b\);
Formule de duplication pour le cosinus : \(\cos(2a) = \dots\);\(\cos^2 a - \sin^2 a = 2\cos^2 a - 1 = 1 - 2\sin^2 a\);\(\cos^2 a + \sin^2 a\);\(2\cos a \sin a\);\(2\cos^2 a + 1\);
Formule de duplication pour le sinus : \(\sin(2a) = \dots\);\(2\sin a \cos a\);\(\cos^2 a - \sin^2 a\);\(2\sin^2 a - 1\);\(\sin a \cos a\);
Formule de linéarisation de \(\cos^2(a)\) :;\(\cos^2(a) = \frac{1 + \cos(2a)}{2}\);\(\cos^2(a) = \frac{1 - \cos(2a)}{2}\);\(\cos^2(a) = 1 - \cos(2a)\);\(\cos^2(a) = \frac{1 + \sin(2a)}{2}\);
Formule de linéarisation de \(\sin^2(a)\) :;\(\sin^2(a) = \frac{1 - \cos(2a)}{2}\);\(\sin^2(a) = \frac{1 + \cos(2a)}{2}\);\(\sin^2(a) = 1 + \cos(2a)\);\(\sin^2(a) = \frac{1 - \sin(2a)}{2}\);
Formule de transformation produit en somme : \(\cos a \cos b = \dots\);\(\frac{1}{2}(\cos(a+b) + \cos(a-b))\);\(\frac{1}{2}(\cos(a-b) - \cos(a+b))\);\(\frac{1}{2}(\sin(a+b) + \sin(a-b))\);\(\cos(a+b)\cos(a-b)\);
Formule de transformation produit en somme : \(\sin a \sin b = \dots\);\(\frac{1}{2}(\cos(a-b) - \cos(a+b))\);\(\frac{1}{2}(\cos(a+b) + \cos(a-b))\);\(\frac{1}{2}(\sin(a+b) - \sin(a-b))\);\(\sin(a+b)\sin(a-b)\);
Formule de transformation produit en somme : \(\sin a \cos b = \dots\);\(\frac{1}{2}(\sin(a+b) + \sin(a-b))\);\(\frac{1}{2}(\sin(a+b) - \sin(a-b))\);\(\frac{1}{2}(\cos(a+b) + \cos(a-b))\);\(\frac{1}{2}(\cos(a-b) - \cos(a+b))\);
Formule de transformation somme en produit : \(\cos p + \cos q = \dots\);\(2\cos\left(\frac{p+q}{2}\right)\cos\left(\frac{p-q}{2}\right)\);\(-2\sin\left(\frac{p+q}{2}\right)\sin\left(\frac{p-q}{2}\right)\);\(2\sin\left(\frac{p+q}{2}\right)\cos\left(\frac{p-q}{2}\right)\);\(\cos(p+q)\cos(p-q)\);
Formule de transformation somme en produit : \(\cos p - \cos q = \dots\);\(-2\sin\left(\frac{p+q}{2}\right)\sin\left(\frac{p-q}{2}\right)\);\(2\cos\left(\frac{p+q}{2}\right)\cos\left(\frac{p-q}{2}\right)\);\(2\sin\left(\frac{p+q}{2}\right)\sin\left(\frac{p-q}{2}\right)\);\(2\cos\left(\frac{p+q}{2}\right)\sin\left(\frac{p-q}{2}\right)\);
Formule de transformation somme en produit : \(\sin p + \sin q = \dots\);\(2\sin\left(\frac{p+q}{2}\right)\cos\left(\frac{p-q}{2}\right)\);\(2\cos\left(\frac{p+q}{2}\right)\sin\left(\frac{p-q}{2}\right)\);\(2\sin\left(\frac{p+q}{2}\right)\sin\left(\frac{p-q}{2}\right)\);\(\sin(p+q)\cos(p-q)\);
Formule de transformation somme en produit : \(\sin p - \sin q = \dots\);\(2\cos\left(\frac{p+q}{2}\right)\sin\left(\frac{p-q}{2}\right)\);\(2\sin\left(\frac{p+q}{2}\right)\cos\left(\frac{p-q}{2}\right)\);\(-2\sin\left(\frac{p+q}{2}\right)\sin\left(\frac{p-q}{2}\right)\);\(2\cos(p-q)\);
Définition d'un voisinage d'un point \(c \in \mathbb{R}\) :;Un intervalle de la forme \([c - \alpha, c + \alpha]\) avec \(\alpha > 0\);L'intervalle \(]0, c[\);L'ensemble des entiers proches de \(c\);La réunion de tous les ouverts disjoints de \(c\);
Définition formelle de la limite finie en un point \(c \in \mathbb{R}\) (\(\lim_{x \to c} f(x) = l\)) :;\(\forall \varepsilon > 0, \exists \alpha > 0, \forall x \in I, |x - c| \le \alpha \implies |f(x) - l| \le \varepsilon\);\(\exists \varepsilon > 0, \forall \alpha > 0, |x - c| < \alpha \implies |f(x) - l| < \varepsilon\);\(\forall \alpha > 0, |f(c) - l| < \alpha\);\(\lim_{x \to c} f'(x) = 0\);
Théorème d'unicité de la limite :;Si une fonction \(f\) admet une limite en un point \(c\), cette limite est unique;Une fonction continue admet au moins deux limites en chaque point;La limite à gauche est toujours strictement inférieure à la limite à droite;L'unicité de la limite n'est vraie que pour les polynômes;
Théorème de caractérisation séquentielle de la limite :;\(\lim_{x \to c} f(x) = l \iff \forall (u_n)\) t.q. \(u_n \to c, f(u_n) \to l\);\(\lim_{x \to c} f(x) = l \implies f(c) = l\);\(f(x) \to l \iff f'(x) \to 0\);\(\lim_{x \to c} f(x) = l \iff (f(1/n))\) converge;
Théorème des gendarmes pour les fonctions :;Si \(f \le g \le h\) au voisinage de \(c\) et \(\lim_{x \to c} f(x) = \lim_{x \to c} h(x) = l\), alors \(\lim_{x \to c} g(x) = l\);Si \(f \le g \le h\), alors \(g\) est dérivable en \(c\);Si \(f \le g\), alors \(\lim f < \lim g\);Si \(f(x) \to 0\), alors \(g(x) \to 0\);
Propriété : si \(f\) admet une limite finie en \(c\), alors au voisinage de \(c\) :;\(f\) est bornée;\(f\) est monotone;\(f\) est dérivable;\(f\) est de signe constant positif;
Théorème de la limite d'une fonction composée \(g \circ f\) :;Si \(\lim_{x \to c} f(x) = b\) et \(\lim_{y \to b} g(y) = l\), alors \(\lim_{x \to c} (g \circ f)(x) = l\);\(\lim_{x \to c} (g \circ f)(x) = g(c)f(c)\);La limite n'existe que si \(g\) est linéaire;\(\lim_{x \to c} (g \circ f)(x) = \lim_{x \to c} g(x) + \lim_{x \to c} f(x)\);
Liste des 4 formes indéterminées fondamentales sur les limites :;\(\frac{\pm\infty}{\pm\infty}\), \(\frac{0}{0}\), \((\pm\infty) \times 0\), et \((+\infty) - (+\infty)\);\(\frac{\infty}{0}\), \(0^0\), \(1^\infty\) et \(\infty + \infty\);\(\frac{0}{\infty}\), \(\infty \times \infty\), \(0 + 0\) et \(1/0\);\(\sqrt{\infty}\), \(\ln(0)\), \(e^{-\infty}\) et \(0/1\);
Théorème sur la limite d'une fonction complexe \(f = g + ih\) :;\(\lim_{x \to c} f(x) = a + ib \iff (\lim_{x \to c} g(x) = a \text{ et } \lim_{x \to c} h(x) = b)\);\(\lim_{x \to c} f(x) = a + ib \iff \lim |f(x)| = \sqrt{a^2+b^2}\);Une fonction complexe ne peut admettre que des limites réelles;\(\lim f(x) = g'(c) + ih'(c)\);
Définition de la domination : \(f = \mathcal{O}_c(g)\) :;\(\exists M > 0, |f(x)| \le M |g(x)|\) au voisinage de \(c\);\(\lim_{x \to c} \frac{f(x)}{g(x)} = 0\);\(\lim_{x \to c} \frac{f(x)}{g(x)} = 1\);\(\forall M > 0, |f(x)| \le M |g(x)|\);
Définition de la négligeabilité : \(f = o_c(g)\) :;\(\forall \varepsilon > 0, |f(x)| \le \varepsilon |g(x)|\) au voisinage de \(c\) (ou \(\lim_{x \to c} \frac{f(x)}{g(x)} = 0\) si \(g \neq 0\));\(\exists M > 0, |f(x)| \le M |g(x)|\);\(\lim_{x \to c} (f(x) - g(x)) = 0\);\(f(x) = 0\) au voisinage de \(c\);
Caractérisation pratique de \(f = \mathcal{O}_c(1)\) et \(f = o_c(1)\) :;\(f = \mathcal{O}_c(1) \iff f\) est bornée au voisinage de \(c\), et \(f = o_c(1) \iff \lim_{x \to c} f(x) = 0\);\(f = \mathcal{O}_c(1) \iff f(c) = 1\);\(f = o_c(1) \iff f\) est constante;\(f = \mathcal{O}_c(1) \iff f'(c) = 0\);
Échelles de comparaison des fonctions usuelles en \(+\infty\) (pour \(0 < \alpha < \beta\)) :;\((\ln x)^k = o(x^\alpha)\), \(x^\alpha = o(x^\beta)\) et \(x^\beta = o(e^x)\);\(e^x = o(x^\alpha)\) et \(x^\alpha = o(\ln x)\);\(x^\beta = o(x^\alpha)\);\(\ln x = \mathcal{O}(1)\);
Définition de l'équivalence de deux fonctions en \(c\) (\(f \sim_c g\)) :;\(f - g = o_c(g)\) (ou \(\lim_{x \to c} \frac{f(x)}{g(x)} = 1\) si \(g \neq 0\));\(f(x) = g(x)\) pour tout \(x\);\(\lim_{x \to c} (f(x) - g(x)) = 0\);\(f = \mathcal{O}_c(g) \text{ et } g = o_c(f)\);
Propriété d'équivalence avec une constante non nulle \(l \neq 0\) :;\(f(x) \sim_c l \iff \lim_{x \to c} f(x) = l\);\(f(x) \sim_c l \iff f(x) = l\);\(f(x) \sim_c l \iff f'(c) = l\);\(f(x) \sim_c 0 \iff \lim f(x) = 0\) (faux en général);
Que signifie l'écriture \(f(x) \sim_c 0\) ?;\(f\) est identiquement nulle au voisinage de \(c\);\(\lim_{x \to c} f(x) = 0\);\(f'(c) = 0\);\(f(x) = o_c(1)\);
Équivalents usuels en 0 obtenus par le nombre dérivé : \(e^x - 1 \sim_0 \dots\);\(x\);\(1 + x\);\(\frac{x^2}{2}\);\(x - 1\);
Équivalents usuels en 0 : \(\ln(1+x) \sim_0 \dots\);\(x\);\(x - \frac{x^2}{2}\);\(e^x\);\(\frac{1}{x}\);
Équivalents usuels en 0 : \(\sin(x) \sim_0 \dots\) et \(\tan(x) \sim_0 \dots\);\(x\);\(1\);\(x - \frac{x^3}{6}\);\(x^2\);
Équivalents usuels en 0 : \(1 - \cos(x) \sim_0 \dots\);\(\frac{x^2}{2}\);\(x\);\(-\frac{x^2}{2}\);\(x^2\);
Équivalents usuels en 0 : \((1+x)^\alpha - 1 \sim_0 \dots\);\(\alpha x\);\(x^\alpha\);\(\alpha(x - 1)\);\(1 + \alpha x\);
Équivalents usuels en 0 : \(\sqrt{1+x} - 1 \sim_0 \dots\);\(\frac{x}{2}\);\(x\);\(\sqrt{x}\);\(1 + \frac{x}{2}\);
Règle de composition à droite pour les équivalents :;Si \(f \sim_b g\) et \(\lim_{x \to a} \Phi(x) = b\), alors \(f \circ \Phi \sim_a g \circ \Phi\);On peut toujours composer un équivalent par la gauche (\(\Psi \circ f \sim \Psi \circ g\));La composition à droite n'est vraie que si \(\Phi\) est affine;Si \(x \sim x+1\), alors \(e^x \sim e^{x+1}\) en \(+\infty\) (faux);
Définition de la continuité de \(f\) en un point \(a \in I\) :;\(\lim_{x \to a} f(x) = f(a)\);\(f'(a)\) existe et est finie;\(f\) est bornée au voisinage de \(a\);\(\lim_{x \to a^+} f(x) = \lim_{x \to a^-} f(x)\);
Continuité globale sur un intervalle \(I\) (espace \(\mathcal{C}(I, \mathbb{R})\)) :;\(f\) est continue en chaque point \(a \in I\);\(f\) est uniformément bornée sur \(I\);\(f(I)\) est un intervalle fermé;\(f\) est dérivable sur \(I\);
Caractérisation de la continuité par limites à droite et à gauche en \(a\) :;\(f\) est continue en \(a \iff (f\) est continue à droite et à gauche en \(a\), i.e. \(\lim_{a^+} f = \lim_{a^-} f = f(a)\));\(f\) est continue dès que \(\lim_{a^+} f = \lim_{a^-} f\) même si la valeur en \(a\) est différente;La continuité à droite implique toujours la continuité à gauche;Une fonction n'est jamais continue en un point de recollement;
Stabilité de la continuité par opérations algébriques :;Si \(f, g\) sont continues, alors \(\lambda f, f + g, fg\) et \(f/g\) (si \(g \neq 0\)) sont continues;Le quotient de fonctions continues est continu sur \(\mathbb{R}\) tout entier;La continuité n'est pas stable par multiplication par un scalaire négatif;Le produit de deux fonctions continues n'est continue que sur un segment;
Continuité de la composée : si \(f\) est continue sur \(I\) et \(g\) continue sur \(J\) avec \(f(I) \subset J\) :;\(g \circ f\) est continue sur \(I\);\(g \circ f\) est continue seulement si \(g\) est croissante;\(g \circ f\) est dérivable sur \(I\);\(g \circ f\) est bornée sur \(I\);
Continuité de la valeur absolue et des bornes ponctuelles :;Si \(f, g\) sont continues, alors \(|f|\), \(\sup(f, g)\) et \(\inf(f, g)\) sont continues;\(|f|\) est continue implique que \(f\) est continue (faux en général);\(\sup(f, g)\) est discontinue aux points où \(f = g\);Les fonctions \(f^+\) et \(f^-\) sont discontinues;
Définition d'une injection de \(E\) dans \(F\) :;\(\forall x, x' \in E, f(x) = f(x') \implies x = x'\) (tout élément de \(F\) a au plus un antécédent dans \(E\));Tout élément de \(F\) a au moins un antécédent dans \(E\);Tout élément de \(F\) a exactement un antécédent dans \(E\);\(f(E) = F\);
Définition d'une surjection de \(E\) dans \(F\) :;\(\forall y \in F, \exists x \in E, y = f(x)\) (tout élément de \(F\) a au moins un antécédent dans \(E\));\(\forall x, x' \in E, f(x) = f(x') \implies x = x'\);\(E\) et \(F\) ont le même nombre d'éléments;\(f\) est strictement croissante;
Définition d'une bijection de \(E\) sur \(F\) :;\(f\) est à la fois injective et surjective (chaque élément de \(F\) a un unique antécédent dans \(E\));\(f\) est continue et dérivable sur \(E\);\(f(x) = f(-x)\) pour tout \(x\);\(f(E) \subset F\);
Caractérisation de la bijection réciproque : \(g = f^{-1} \iff \dots\);\(\forall x \in E, g(f(x)) = x\) et \(\forall y \in F, f(g(y)) = y\);\(g(x) = \frac{1}{f(x)}\);\(g'(x) = f'(x)\);\(g(x) = -f(x)\);
Symétrie graphique entre une fonction bijective \(f\) et sa réciproque \(f^{-1}\) :;Leurs courbes sont symétriques par rapport à la première bissectrice \(\Delta : y = x\);Leurs courbes sont symétriques par rapport à l'axe des ordonnées;Leurs courbes sont orthogonales en tout point;Leurs courbes se coupent uniquement en 0;
Théorème des Valeurs Intermédiaires (TVI) :;Si \(f : I \to \mathbb{R}\) est continue sur un intervalle \(I\), alors \(f\) prend toutes les valeurs entre \(f(a)\) et \(f(b)\) pour tout \(a, b \in I\);Toute fonction continue est injective sur \(I\);Si \(f\) est continue, alors \(f(a) = f(b)\);Toute fonction continue sur \([a, b]\) admet un zéro unique;
Théorème de l'image continue d'un intervalle :;L'image d'un intervalle par une fonction continue est un intervalle;L'image d'un intervalle ouvert est obligatoirement un intervalle ouvert;L'image d'un intervalle est toujours bornée;L'image d'un intervalle est égale à \(\mathbb{R}\);
Théorème de l'image continue d'un segment (Weierstrass) :;L'image d'un segment \([a, b]\) par une fonction continue est un segment \([m, M]\) (\(f\) est bornée et atteint ses bornes);L'image d'un segment est un intervalle ouvert \(]m, M[\);Toute fonction continue sur un segment est monotone;\(f([a, b]) = [f(a), f(b)]\) quel que soit le sens de variation;
Théorème de la bijection (stricte monotonie et continuité) :;Si \(f\) est continue et strictement croissante sur \(I\), alors \(f\) réalise une bijection de \(I\) sur \(f(I)\) et \(f^{-1}\) est continue et strictement croissante;Toute bijection continue est nécessairement dérivable;Si \(f\) est continue, alors \(f^{-1}\) a les variations inverses de \(f\);La stricte monotonie sans continuité suffit pour garantir que \(f(I)\) est un intervalle;
Définition de la fonction Arc cosinus (\(\arccos\)) :;La bijection réciproque de la restriction de \(\cos\) à \([0, \pi]\), définie de \([-1, 1]\) dans \([0, \pi]\);La fonction \(\frac{1}{\cos(x)}\);La réciproque de \(\cos\) sur \([-\frac{\pi}{2}, \frac{\pi}{2}]\);La fonction \(\sin(\frac{\pi}{2} - x)\);
Valeurs remarquables de \(\arccos\) : \(\arccos(1), \arccos(0), \arccos(-1)\) :;\(\arccos(1) = 0\), \(\arccos(0) = \frac{\pi}{2}\), \(\arccos(-1) = \pi\);\(\arccos(1) = \frac{\pi}{2}\), \(\arccos(0) = 0\), \(\arccos(-1) = -\frac{\pi}{2}\);\(\arccos(1) = 1\), \(\arccos(0) = 0\), \(\arccos(-1) = -1\);\(\arccos(1) = 2\pi\);
Définition de la fonction Arc sinus (\(\arcsin\)) :;La bijection réciproque de la restriction de \(\sin\) à \([-\frac{\pi}{2}, \frac{\pi}{2}]\), définie de \([-1, 1]\) dans \([-\frac{\pi}{2}, \frac{\pi}{2}]\);La fonction \(\frac{1}{\sin(x)}\);La réciproque de \(\sin\) sur \([0, \pi]\);Une fonction périodique définie sur \(\mathbb{R}\);
Relation liant Arc sinus et Arc cosinus pour tout \(x \in [-1, 1]\) :;\(\arcsin(x) + \arccos(x) = \frac{\pi}{2}\);\(\arcsin(x) + \arccos(x) = \pi\);\(\arcsin(x) - \arccos(x) = 0\);\(\arcsin(x) \arccos(x) = 1\);
Définition de la fonction Arc tangente (\(\arctan\)) :;La bijection réciproque de la restriction de \(\tan\) à \(]-\frac{\pi}{2}, \frac{\pi}{2}[\), définie de \(\mathbb{R}\) dans \(]-\frac{\pi}{2}, \frac{\pi}{2}[\);La fonction \(\frac{\cos(x)}{\sin(x)}\);La réciproque de \(\tan\) sur \([0, \pi]\);Une fonction bornée par \([-1, 1]\);
Limites de \(\arctan(x)\) en \(+\infty\) et \(-\infty\) :;\(\lim_{x \to +\infty} \arctan(x) = \frac{\pi}{2}\) et \(\lim_{x \to -\infty} \arctan(x) = -\frac{\pi}{2}\);\(\lim_{x \to +\infty} \arctan(x) = +\infty\);\(\lim_{x \to +\infty} \arctan(x) = 1\) et \(\lim_{x \to -\infty} \arctan(x) = -1\);\(\lim_{x \to \pm\infty} \arctan(x) = 0\);
Définition de la continuité uniforme sur \(I\) :;\(\forall \varepsilon > 0, \exists \alpha > 0, \forall x, x' \in I, |x' - x| \le \alpha \implies |f(x') - f(x)| \le \varepsilon\) (où \(\alpha\) ne dépend pas de \(x\));\(\forall x \in I, \forall \varepsilon > 0, \exists \alpha > 0, |x' - x| \le \alpha \implies |f(x') - f(x)| \le \varepsilon\) (où \(\alpha\) dépend de \(x\));\(f\) est constante sur \(I\);\(f\) est dérivable et sa dérivée est constante;
Théorème de Heine :;Toute fonction continue sur un segment \([a, b]\) est uniformément continue sur ce segment;Toute fonction continue sur \(\mathbb{R}\) est uniformément continue sur \(\mathbb{R}\);Une fonction uniformément continue est nécessairement dérivable;La continuité uniforme équivaut à la stricte monotonie;
Définition d'une fonction \(k\)-lipschitzienne sur \(I\) :;\(\forall x, x' \in I, |f(x') - f(x)| \le k |x' - x|\) (avec \(k \ge 0\));\(\forall x, x' \in I, |f(x') - f(x)| \ge k |x' - x|\);\(f'(x) = k\) pour tout \(x\);\(|f(x)| \le k\) pour tout \(x\);
